Year,Section Notation,Industry Section Name,Fuel,Value,Marker
2012,C,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials",Diesel oil for road vehicles (DERV),0.046,
2013,C,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials",Diesel oil for road vehicles (DERV),0.045,
2014,C,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials",Diesel oil for road vehicles (DERV),0.047,
2015,C,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials",Diesel oil for road vehicles (DERV),0.048,
2016,C,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials",Diesel oil for road vehicles (DERV),0.051,
2017,C,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials",Diesel oil for road vehicles (DERV),0.051,
2018,C,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials",Diesel oil for road vehicles (DERV),0.05,
2019,C,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials",Diesel oil for road vehicles (DERV),0.048,
2020,C,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials",Diesel oil for road vehicles (DERV),0.043,
2021,C,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials",Diesel oil for road vehicles (DERV),0.048,
1990,C,Paper and paper products,Diesel oil for road vehicles (DERV),0.042,
1991,C,Paper and paper products,Diesel oil for road vehicles (DERV),0.041,
1992,C,Paper and paper products,Diesel oil for road vehicles (DERV),0.041,
1993,C,Paper and paper products,Diesel oil for road vehicles (DERV),0.042,
1994,C,Paper and paper products,Diesel oil for road vehicles (DERV),0.044,
1995,C,Paper and paper products,Diesel oil for road vehicles (DERV),0.044,
1996,C,Paper and paper products,Diesel oil for road vehicles (DERV),0.046,
1997,C,Paper and paper products,Diesel oil for road vehicles (DERV),0.047,
1998,C,Paper and paper products,Diesel oil for road vehicles (DERV),0.047,
1999,C,Paper and paper products,Diesel oil for road vehicles (DERV),0.047,
2000,C,Paper and paper products,Diesel oil for road vehicles (DERV),0.047,
2001,C,Paper and paper products,Diesel oil for road vehicles (DERV),0.046,
2002,C,Paper and paper products,Diesel oil for road vehicles (DERV),0.047,
2003,C,Paper and paper products,Diesel oil for road vehicles (DERV),0.048,
2004,C,Paper and paper products,Diesel oil for road vehicles (DERV),0.048,
2005,C,Paper and paper products,Diesel oil for road vehicles (DERV),0.056,
2006,C,Paper and paper products,Diesel oil for road vehicles (DERV),0.031,
2007,C,Paper and paper products,Diesel oil for road vehicles (DERV),0.037,
2008,C,Paper and paper products,Diesel oil for road vehicles (DERV),0.033,
2009,C,Paper and paper products,Diesel oil for road vehicles (DERV),0.019,
2010,C,Paper and paper products,Diesel oil for road vehicles (DERV),0.029,
2011,C,Paper and paper products,Diesel oil for road vehicles (DERV),0.028,
2012,C,Paper and paper products,Diesel oil for road vehicles (DERV),0.028,
2013,C,Paper and paper products,Diesel oil for road vehicles (DERV),0.027,
2014,C,Paper and paper products,Diesel oil for road vehicles (DERV),0.028,
2015,C,Paper and paper products,Diesel oil for road vehicles (DERV),0.029,
2016,C,Paper and paper products,Diesel oil for road vehicles (DERV),0.03,
2017,C,Paper and paper products,Diesel oil for road vehicles (DERV),0.03,
2018,C,Paper and paper products,Diesel oil for road vehicles (DERV),0.029,
2019,C,Paper and paper products,Diesel oil for road vehicles (DERV),0.028,
2020,C,Paper and paper products,Diesel oil for road vehicles (DERV),0.025,
2021,C,Paper and paper products,Diesel oil for road vehicles (DERV),0.028,
1990,C,Printing and recording services,Diesel oil for road vehicles (DERV),0.013,
1991,C,Printing and recording services,Diesel oil for road vehicles (DERV),0.014,
1992,C,Printing and recording services,Diesel oil for road vehicles (DERV),0.015,
1993,C,Printing and recording services,Diesel oil for road vehicles (DERV),0.016,
1994,C,Printing and recording services,Diesel oil for road vehicles (DERV),0.019,
1995,C,Printing and recording services,Diesel oil for road vehicles (DERV),0.021,
1996,C,Printing and recording services,Diesel oil for road vehicles (DERV),0.022,
1997,C,Printing and recording services,Diesel oil for road vehicles (DERV),0.024,
1998,C,Printing and recording services,Diesel oil for road vehicles (DERV),0.023,
1999,C,Printing and recording services,Diesel oil for road vehicles (DERV),0.025,
2000,C,Printing and recording services,Diesel oil for road vehicles (DERV),0.025,
2001,C,Printing and recording services,Diesel oil for road vehicles (DERV),0.023,
2002,C,Printing and recording services,Diesel oil for road vehicles (DERV),0.025,
2003,C,Printing and recording services,Diesel oil for road vehicles (DERV),0.026,
2004,C,Printing and recording services,Diesel oil for road vehicles (DERV),0.026,
2005,C,Printing and recording services,Diesel oil for road vehicles (DERV),0.03,
2006,C,Printing and recording services,Diesel oil for road vehicles (DERV),0.023,
2007,C,Printing and recording services,Diesel oil for road vehicles (DERV),0.028,
2008,C,Printing and recording services,Diesel oil for road vehicles (DERV),0.023,
2009,C,Printing and recording services,Diesel oil for road vehicles (DERV),0.019,
2010,C,Printing and recording services,Diesel oil for road vehicles (DERV),0.026,
2011,C,Printing and recording services,Diesel oil for road vehicles (DERV),0.025,
2012,C,Printing and recording services,Diesel oil for road vehicles (DERV),0.025,
2013,C,Printing and recording services,Diesel oil for road vehicles (DERV),0.024,
2014,C,Printing and recording services,Diesel oil for road vehicles (DERV),0.025,
2015,C,Printing and recording services,Diesel oil for road vehicles (DERV),0.025,
2016,C,Printing and recording services,Diesel oil for road vehicles (DERV),0.026,
2017,C,Printing and recording services,Diesel oil for road vehicles (DERV),0.026,
2018,C,Printing and recording services,Diesel oil for road vehicles (DERV),0.025,
2019,C,Printing and recording services,Diesel oil for road vehicles (DERV),0.023,
2020,C,Printing and recording services,Diesel oil for road vehicles (DERV),0.021,
2021,C,Printing and recording services,Diesel oil for road vehicles (DERV),0.022,
1990,C,Manufacture of coke oven products,Diesel oil for road vehicles (DERV),0.0,
1991,C,Manufacture of coke oven products,Diesel oil for road vehicles (DERV),0.0,
1992,C,Manufacture of coke oven products,Diesel oil for road vehicles (DERV),0.0,
1993,C,Manufacture of coke oven products,Diesel oil for road vehicles (DERV),0.0,
1994,C,Manufacture of coke oven products,Diesel oil for road vehicles (DERV),0.001,
1995,C,Manufacture of coke oven products,Diesel oil for road vehicles (DERV),0.001,
1996,C,Manufacture of coke oven products,Diesel oil for road vehicles (DERV),0.001,
1997,C,Manufacture of coke oven products,Diesel oil for road vehicles (DERV),0.001,
1998,C,Manufacture of coke oven products,Diesel oil for road vehicles (DERV),0.001,
1999,C,Manufacture of coke oven products,Diesel oil for road vehicles (DERV),0.001,
2000,C,Manufacture of coke oven products,Diesel oil for road vehicles (DERV),0.001,
2001,C,Manufacture of coke oven products,Diesel oil for road vehicles (DERV),0.001,
2002,C,Manufacture of coke oven products,Diesel oil for road vehicles (DERV),0.001,
2003,C,Manufacture of coke oven products,Diesel oil for road vehicles (DERV),0.001,
2004,C,Manufacture of coke oven products,Diesel oil for road vehicles (DERV),0.001,
2005,C,Manufacture of coke oven products,Diesel oil for road vehicles (DERV),0.001,
2006,C,Manufacture of coke oven products,Diesel oil for road vehicles (DERV),0.001,
2007,C,Manufacture of coke oven products,Diesel oil for road vehicles (DERV),0.001,
2008,C,Manufacture of coke oven products,Diesel oil for road vehicles (DERV),0.001,
2009,C,Manufacture of coke oven products,Diesel oil for road vehicles (DERV),0.001,
2010,C,Manufacture of coke oven products,Diesel oil for road vehicles (DERV),0.001,
2011,C,Manufacture of coke oven products,Diesel oil for road vehicles (DERV),0.001,
2012,C,Manufacture of coke oven products,Diesel oil for road vehicles (DERV),0.001,
2013,C,Manufacture of coke oven products,Diesel oil for road vehicles (DERV),0.001,
2014,C,Manufacture of coke oven products,Diesel oil for road vehicles (DERV),0.001,
2015,C,Manufacture of coke oven products,Diesel oil for road vehicles (DERV),0.001,
2016,C,Manufacture of coke oven products,Diesel oil for road vehicles (DERV),0.001,
2017,C,Manufacture of coke oven products,Diesel oil for road vehicles (DERV),0.001,
2018,C,Manufacture of coke oven products,Diesel oil for road vehicles (DERV),0.001,
2019,C,Manufacture of coke oven products,Diesel oil for road vehicles (DERV),0.001,
2020,C,Manufacture of coke oven products,Diesel oil for road vehicles (DERV),0.0,
2021,C,Manufacture of coke oven products,Diesel oil for road vehicles (DERV),0.0,
1990,C,Manufacture of refined petroleum products,Diesel oil for road vehicles (DERV),0.012,
1991,C,Manufacture of refined petroleum products,Diesel oil for road vehicles (DERV),0.012,
1992,C,Manufacture of refined petroleum products,Diesel oil for road vehicles (DERV),0.013,
1993,C,Manufacture of refined petroleum products,Diesel oil for road vehicles (DERV),0.015,
1994,C,Manufacture of refined petroleum products,Diesel oil for road vehicles (DERV),0.018,
1995,C,Manufacture of refined petroleum products,Diesel oil for road vehicles (DERV),0.02,
1996,C,Manufacture of refined petroleum products,Diesel oil for road vehicles (DERV),0.02,
1997,C,Manufacture of refined petroleum products,Diesel oil for road vehicles (DERV),0.023,
1998,C,Manufacture of refined petroleum products,Diesel oil for road vehicles (DERV),0.022,
1999,C,Manufacture of refined petroleum products,Diesel oil for road vehicles (DERV),0.024,
2000,C,Manufacture of refined petroleum products,Diesel oil for road vehicles (DERV),0.024,
2001,C,Manufacture of refined petroleum products,Diesel oil for road vehicles (DERV),0.022,
2002,C,Manufacture of refined petroleum products,Diesel oil for road vehicles (DERV),0.023,
2003,C,Manufacture of refined petroleum products,Diesel oil for road vehicles (DERV),0.026,
2004,C,Manufacture of refined petroleum products,Diesel oil for road vehicles (DERV),0.025,
2005,C,Manufacture of refined petroleum products,Diesel oil for road vehicles (DERV),0.02,
2006,C,Manufacture of refined petroleum products,Diesel oil for road vehicles (DERV),0.025,
2007,C,Manufacture of refined petroleum products,Diesel oil for road vehicles (DERV),0.024,
2008,C,Manufacture of refined petroleum products,Diesel oil for road vehicles (DERV),0.03,
2009,C,Manufacture of refined petroleum products,Diesel oil for road vehicles (DERV),0.019,
2010,C,Manufacture of refined petroleum products,Diesel oil for road vehicles (DERV),0.029,
2011,C,Manufacture of refined petroleum products,Diesel oil for road vehicles (DERV),0.03,
2012,C,Manufacture of refined petroleum products,Diesel oil for road vehicles (DERV),0.03,
2013,C,Manufacture of refined petroleum products,Diesel oil for road vehicles (DERV),0.027,
2014,C,Manufacture of refined petroleum products,Diesel oil for road vehicles (DERV),0.028,
2015,C,Manufacture of refined petroleum products,Diesel oil for road vehicles (DERV),0.027,
2016,C,Manufacture of refined petroleum products,Diesel oil for road vehicles (DERV),0.028,
2017,C,Manufacture of refined petroleum products,Diesel oil for road vehicles (DERV),0.026,
2018,C,Manufacture of refined petroleum products,Diesel oil for road vehicles (DERV),0.024,
2019,C,Manufacture of refined petroleum products,Diesel oil for road vehicles (DERV),0.023,
2020,C,Manufacture of refined petroleum products,Diesel oil for road vehicles (DERV),0.017,
2021,C,Manufacture of refined petroleum products,Diesel oil for road vehicles (DERV),0.019,
1990,C,Manufacture of industrial gases and non-nitrogen-based inorganic chemicals,Diesel oil for road vehicles (DERV),0.018,
1991,C,Manufacture of industrial gases and non-nitrogen-based inorganic chemicals,Diesel oil for road vehicles (DERV),0.017,
1992,C,Manufacture of industrial gases and non-nitrogen-based inorganic chemicals,Diesel oil for road vehicles (DERV),0.018,
1993,C,Manufacture of industrial gases and non-nitrogen-based inorganic chemicals,Diesel oil for road vehicles (DERV),0.018,
1994,C,Manufacture of industrial gases and non-nitrogen-based inorganic chemicals,Diesel oil for road vehicles (DERV),0.02,
1995,C,Manufacture of industrial gases and non-nitrogen-based inorganic chemicals,Diesel oil for road vehicles (DERV),0.02,
1996,C,Manufacture of industrial gases and non-nitrogen-based inorganic chemicals,Diesel oil for road vehicles (DERV),0.021,
1997,C,Manufacture of industrial gases and non-nitrogen-based inorganic chemicals,Diesel oil for road vehicles (DERV),0.022,
1998,C,Manufacture of industrial gases and non-nitrogen-based inorganic chemicals,Diesel oil for road vehicles (DERV),0.022,
1999,C,Manufacture of industrial gases and non-nitrogen-based inorganic chemicals,Diesel oil for road vehicles (DERV),0.022,
2000,C,Manufacture of industrial gases and non-nitrogen-based inorganic chemicals,Diesel oil for road vehicles (DERV),0.022,
2001,C,Manufacture of industrial gases and non-nitrogen-based inorganic chemicals,Diesel oil for road vehicles (DERV),0.021,
2002,C,Manufacture of industrial gases and non-nitrogen-based inorganic chemicals,Diesel oil for road vehicles (DERV),0.022,
2003,C,Manufacture of industrial gases and non-nitrogen-based inorganic chemicals,Diesel oil for road vehicles (DERV),0.023,
2004,C,Manufacture of industrial gases and non-nitrogen-based inorganic chemicals,Diesel oil for road vehicles (DERV),0.022,
2005,C,Manufacture of industrial gases and non-nitrogen-based inorganic chemicals,Diesel oil for road vehicles (DERV),0.027,
2006,C,Manufacture of industrial gases and non-nitrogen-based inorganic chemicals,Diesel oil for road vehicles (DERV),0.02,
2007,C,Manufacture of industrial gases and non-nitrogen-based inorganic chemicals,Diesel oil for road vehicles (DERV),0.022,
2008,C,Manufacture of industrial gases and non-nitrogen-based inorganic chemicals,Diesel oil for road vehicles (DERV),0.016,
2009,C,Manufacture of industrial gases and non-nitrogen-based inorganic chemicals,Diesel oil for road vehicles (DERV),0.011,
2010,C,Manufacture of industrial gases and non-nitrogen-based inorganic chemicals,Diesel oil for road vehicles (DERV),0.011,
2011,C,Manufacture of industrial gases and non-nitrogen-based inorganic chemicals,Diesel oil for road vehicles (DERV),0.011,
2012,C,Manufacture of industrial gases and non-nitrogen-based inorganic chemicals,Diesel oil for road vehicles (DERV),0.011,
2013,C,Manufacture of industrial gases and non-nitrogen-based inorganic chemicals,Diesel oil for road vehicles (DERV),0.009,
2014,C,Manufacture of industrial gases and non-nitrogen-based inorganic chemicals,Diesel oil for road vehicles (DERV),0.009,
2015,C,Manufacture of industrial gases and non-nitrogen-based inorganic chemicals,Diesel oil for road vehicles (DERV),0.009,
2016,C,Manufacture of industrial gases and non-nitrogen-based inorganic chemicals,Diesel oil for road vehicles (DERV),0.009,
2017,C,Manufacture of industrial gases and non-nitrogen-based inorganic chemicals,Diesel oil for road vehicles (DERV),0.008,
2018,C,Manufacture of industrial gases and non-nitrogen-based inorganic chemicals,Diesel oil for road vehicles (DERV),0.007,
2019,C,Manufacture of industrial gases and non-nitrogen-based inorganic chemicals,Diesel oil for road vehicles (DERV),0.007,
2020,C,Manufacture of industrial gases and non-nitrogen-based inorganic chemicals,Diesel oil for road vehicles (DERV),0.004,
2021,C,Manufacture of industrial gases and non-nitrogen-based inorganic chemicals,Diesel oil for road vehicles (DERV),0.005,
1990,C,Fertilisers,Diesel oil for road vehicles (DERV),0.001,
1991,C,Fertilisers,Diesel oil for road vehicles (DERV),0.001,
1992,C,Fertilisers,Diesel oil for road vehicles (DERV),0.001,
1993,C,Fertilisers,Diesel oil for road vehicles (DERV),0.001,
1994,C,Fertilisers,Diesel oil for road vehicles (DERV),0.001,
1995,C,Fertilisers,Diesel oil for road vehicles (DERV),0.001,
1996,C,Fertilisers,Diesel oil for road vehicles (DERV),0.001,
1997,C,Fertilisers,Diesel oil for road vehicles (DERV),0.001,
1998,C,Fertilisers,Diesel oil for road vehicles (DERV),0.001,
1999,C,Fertilisers,Diesel oil for road vehicles (DERV),0.001,
2000,C,Fertilisers,Diesel oil for road vehicles (DERV),0.001,
2001,C,Fertilisers,Diesel oil for road vehicles (DERV),0.001,
2002,C,Fertilisers,Diesel oil for road vehicles (DERV),0.001,
2003,C,Fertilisers,Diesel oil for road vehicles (DERV),0.001,
2004,C,Fertilisers,Diesel oil for road vehicles (DERV),0.001,
2005,C,Fertilisers,Diesel oil for road vehicles (DERV),0.001,
2006,C,Fertilisers,Diesel oil for road vehicles (DERV),0.001,
2007,C,Fertilisers,Diesel oil for road vehicles (DERV),0.001,
2008,C,Fertilisers,Diesel oil for road vehicles (DERV),0.001,
2009,C,Fertilisers,Diesel oil for road vehicles (DERV),0.0,
2010,C,Fertilisers,Diesel oil for road vehicles (DERV),0.0,
2011,C,Fertilisers,Diesel oil for road vehicles (DERV),0.0,
2012,C,Fertilisers,Diesel oil for road vehicles (DERV),0.0,
2013,C,Fertilisers,Diesel oil for road vehicles (DERV),0.0,
2014,C,Fertilisers,Diesel oil for road vehicles (DERV),0.0,
2015,C,Fertilisers,Diesel oil for road vehicles (DERV),0.001,
2016,C,Fertilisers,Diesel oil for road vehicles (DERV),0.001,
2017,C,Fertilisers,Diesel oil for road vehicles (DERV),0.001,
2018,C,Fertilisers,Diesel oil for road vehicles (DERV),0.001,
2019,C,Fertilisers,Diesel oil for road vehicles (DERV),0.001,
2020,C,Fertilisers,Diesel oil for road vehicles (DERV),0.0,
2021,C,Fertilisers,Diesel oil for road vehicles (DERV),0.001,
1990,C,Other nitrogen compounds,Diesel oil for road vehicles (DERV),0.001,
1991,C,Other nitrogen compounds,Diesel oil for road vehicles (DERV),0.001,
1992,C,Other nitrogen compounds,Diesel oil for road vehicles (DERV),0.001,
1993,C,Other nitrogen compounds,Diesel oil for road vehicles (DERV),0.001,
1994,C,Other nitrogen compounds,Diesel oil for road vehicles (DERV),0.001,
1995,C,Other nitrogen compounds,Diesel oil for road vehicles (DERV),0.001,
1996,C,Other nitrogen compounds,Diesel oil for road vehicles (DERV),0.001,
1997,C,Other nitrogen compounds,Diesel oil for road vehicles (DERV),0.001,
1998,C,Other nitrogen compounds,Diesel oil for road vehicles (DERV),0.001,
1999,C,Other nitrogen compounds,Diesel oil for road vehicles (DERV),0.001,
2000,C,Other nitrogen compounds,Diesel oil for road vehicles (DERV),0.001,
2001,C,Other nitrogen compounds,Diesel oil for road vehicles (DERV),0.001,
2002,C,Other nitrogen compounds,Diesel oil for road vehicles (DERV),0.001,
2003,C,Other nitrogen compounds,Diesel oil for road vehicles (DERV),0.001,
2004,C,Other nitrogen compounds,Diesel oil for road vehicles (DERV),0.001,
2005,C,Other nitrogen compounds,Diesel oil for road vehicles (DERV),0.001,
2006,C,Other nitrogen compounds,Diesel oil for road vehicles (DERV),0.001,
2007,C,Other nitrogen compounds,Diesel oil for road vehicles (DERV),0.001,
2008,C,Other nitrogen compounds,Diesel oil for road vehicles (DERV),0.001,
2009,C,Other nitrogen compounds,Diesel oil for road vehicles (DERV),0.0,
2010,C,Other nitrogen compounds,Diesel oil for road vehicles (DERV),0.0,
2011,C,Other nitrogen compounds,Diesel oil for road vehicles (DERV),0.0,
2012,C,Other nitrogen compounds,Diesel oil for road vehicles (DERV),0.0,
2013,C,Other nitrogen compounds,Diesel oil for road vehicles (DERV),0.0,
2014,C,Other nitrogen compounds,Diesel oil for road vehicles (DERV),0.0,
2015,C,Other nitrogen compounds,Diesel oil for road vehicles (DERV),0.001,
2016,C,Other nitrogen compounds,Diesel oil for road vehicles (DERV),0.001,
2017,C,Other nitrogen compounds,Diesel oil for road vehicles (DERV),0.001,
2018,C,Other nitrogen compounds,Diesel oil for road vehicles (DERV),0.001,
2019,C,Other nitrogen compounds,Diesel oil for road vehicles (DERV),0.001,
2020,C,Other nitrogen compounds,Diesel oil for road vehicles (DERV),0.0,
2021,C,Other nitrogen compounds,Diesel oil for road vehicles (DERV),0.001,
1990,C,Manufacture of petrochemicals,Diesel oil for road vehicles (DERV),0.003,
1991,C,Manufacture of petrochemicals,Diesel oil for road vehicles (DERV),0.003,
1992,C,Manufacture of petrochemicals,Diesel oil for road vehicles (DERV),0.004,
1993,C,Manufacture of petrochemicals,Diesel oil for road vehicles (DERV),0.004,
1994,C,Manufacture of petrochemicals,Diesel oil for road vehicles (DERV),0.004,
1995,C,Manufacture of petrochemicals,Diesel oil for road vehicles (DERV),0.004,
1996,C,Manufacture of petrochemicals,Diesel oil for road vehicles (DERV),0.004,
1997,C,Manufacture of petrochemicals,Diesel oil for road vehicles (DERV),0.005,
1998,C,Manufacture of petrochemicals,Diesel oil for road vehicles (DERV),0.005,
1999,C,Manufacture of petrochemicals,Diesel oil for road vehicles (DERV),0.005,
2000,C,Manufacture of petrochemicals,Diesel oil for road vehicles (DERV),0.005,
2001,C,Manufacture of petrochemicals,Diesel oil for road vehicles (DERV),0.005,
2002,C,Manufacture of petrochemicals,Diesel oil for road vehicles (DERV),0.005,
2003,C,Manufacture of petrochemicals,Diesel oil for road vehicles (DERV),0.006,
2004,C,Manufacture of petrochemicals,Diesel oil for road vehicles (DERV),0.006,
2005,C,Manufacture of petrochemicals,Diesel oil for road vehicles (DERV),0.008,
2006,C,Manufacture of petrochemicals,Diesel oil for road vehicles (DERV),0.006,
2007,C,Manufacture of petrochemicals,Diesel oil for road vehicles (DERV),0.008,
2008,C,Manufacture of petrochemicals,Diesel oil for road vehicles (DERV),0.006,
2009,C,Manufacture of petrochemicals,Diesel oil for road vehicles (DERV),0.005,
2010,C,Manufacture of petrochemicals,Diesel oil for road vehicles (DERV),0.005,
2011,C,Manufacture of petrochemicals,Diesel oil for road vehicles (DERV),0.005,
2012,C,Manufacture of petrochemicals,Diesel oil for road vehicles (DERV),0.006,
2013,C,Manufacture of petrochemicals,Diesel oil for road vehicles (DERV),0.006,
2014,C,Manufacture of petrochemicals,Diesel oil for road vehicles (DERV),0.007,
2015,C,Manufacture of petrochemicals,Diesel oil for road vehicles (DERV),0.008,
2016,C,Manufacture of petrochemicals,Diesel oil for road vehicles (DERV),0.008,
2017,C,Manufacture of petrochemicals,Diesel oil for road vehicles (DERV),0.009,
2018,C,Manufacture of petrochemicals,Diesel oil for road vehicles (DERV),0.009,
2019,C,Manufacture of petrochemicals,Diesel oil for road vehicles (DERV),0.009,
2020,C,Manufacture of petrochemicals,Diesel oil for road vehicles (DERV),0.008,
2021,C,Manufacture of petrochemicals,Diesel oil for road vehicles (DERV),0.009,
1990,C,"Manufacture of dyestuffs, agro-chemicals",Diesel oil for road vehicles (DERV),0.001,
1991,C,"Manufacture of dyestuffs, agro-chemicals",Diesel oil for road vehicles (DERV),0.001,
1992,C,"Manufacture of dyestuffs, agro-chemicals",Diesel oil for road vehicles (DERV),0.001,
1993,C,"Manufacture of dyestuffs, agro-chemicals",Diesel oil for road vehicles (DERV),0.001,
1994,C,"Manufacture of dyestuffs, agro-chemicals",Diesel oil for road vehicles (DERV),0.001,
1995,C,"Manufacture of dyestuffs, agro-chemicals",Diesel oil for road vehicles (DERV),0.001,
1996,C,"Manufacture of dyestuffs, agro-chemicals",Diesel oil for road vehicles (DERV),0.001,
1997,C,"Manufacture of dyestuffs, agro-chemicals",Diesel oil for road vehicles (DERV),0.001,
1998,C,"Manufacture of dyestuffs, agro-chemicals",Diesel oil for road vehicles (DERV),0.001,
1999,C,"Manufacture of dyestuffs, agro-chemicals",Diesel oil for road vehicles (DERV),0.001,
2000,C,"Manufacture of dyestuffs, agro-chemicals",Diesel oil for road vehicles (DERV),0.001,
2001,C,"Manufacture of dyestuffs, agro-chemicals",Diesel oil for road vehicles (DERV),0.001,
2002,C,"Manufacture of dyestuffs, agro-chemicals",Diesel oil for road vehicles (DERV),0.001,
2003,C,"Manufacture of dyestuffs, agro-chemicals",Diesel oil for road vehicles (DERV),0.001,
2004,C,"Manufacture of dyestuffs, agro-chemicals",Diesel oil for road vehicles (DERV),0.001,
2005,C,"Manufacture of dyestuffs, agro-chemicals",Diesel oil for road vehicles (DERV),0.002,
2006,C,"Manufacture of dyestuffs, agro-chemicals",Diesel oil for road vehicles (DERV),0.001,
2007,C,"Manufacture of dyestuffs, agro-chemicals",Diesel oil for road vehicles (DERV),0.001,
2008,C,"Manufacture of dyestuffs, agro-chemicals",Diesel oil for road vehicles (DERV),0.001,
2009,C,"Manufacture of dyestuffs, agro-chemicals",Diesel oil for road vehicles (DERV),0.001,
2010,C,"Manufacture of dyestuffs, agro-chemicals",Diesel oil for road vehicles (DERV),0.001,
2011,C,"Manufacture of dyestuffs, agro-chemicals",Diesel oil for road vehicles (DERV),0.001,
2012,C,"Manufacture of dyestuffs, agro-chemicals",Diesel oil for road vehicles (DERV),0.001,
2013,C,"Manufacture of dyestuffs, agro-chemicals",Diesel oil for road vehicles (DERV),0.0,
2014,C,"Manufacture of dyestuffs, agro-chemicals",Diesel oil for road vehicles (DERV),0.0,
2015,C,"Manufacture of dyestuffs, agro-chemicals",Diesel oil for road vehicles (DERV),0.0,
2016,C,"Manufacture of dyestuffs, agro-chemicals",Diesel oil for road vehicles (DERV),0.0,
2017,C,"Manufacture of dyestuffs, agro-chemicals",Diesel oil for road vehicles (DERV),0.0,
2018,C,"Manufacture of dyestuffs, agro-chemicals",Diesel oil for road vehicles (DERV),0.0,
2019,C,"Manufacture of dyestuffs, agro-chemicals",Diesel oil for road vehicles (DERV),0.0,
2020,C,"Manufacture of dyestuffs, agro-chemicals",Diesel oil for road vehicles (DERV),0.0,
2021,C,"Manufacture of dyestuffs, agro-chemicals",Diesel oil for road vehicles (DERV),0.0,
1990,C,"Manufacture of paints, varnishes & ink",Diesel oil for road vehicles (DERV),0.01,
1991,C,"Manufacture of paints, varnishes & ink",Diesel oil for road vehicles (DERV),0.009,
1992,C,"Manufacture of paints, varnishes & ink",Diesel oil for road vehicles (DERV),0.009,
1993,C,"Manufacture of paints, varnishes & ink",Diesel oil for road vehicles (DERV),0.01,
1994,C,"Manufacture of paints, varnishes & ink",Diesel oil for road vehicles (DERV),0.01,
1995,C,"Manufacture of paints, varnishes & ink",Diesel oil for road vehicles (DERV),0.011,
1996,C,"Manufacture of paints, varnishes & ink",Diesel oil for road vehicles (DERV),0.011,
1997,C,"Manufacture of paints, varnishes & ink",Diesel oil for road vehicles (DERV),0.011,
1998,C,"Manufacture of paints, varnishes & ink",Diesel oil for road vehicles (DERV),0.011,
1999,C,"Manufacture of paints, varnishes & ink",Diesel oil for road vehicles (DERV),0.011,
2000,C,"Manufacture of paints, varnishes & ink",Diesel oil for road vehicles (DERV),0.011,
2001,C,"Manufacture of paints, varnishes & ink",Diesel oil for road vehicles (DERV),0.011,
2002,C,"Manufacture of paints, varnishes & ink",Diesel oil for road vehicles (DERV),0.011,
2003,C,"Manufacture of paints, varnishes & ink",Diesel oil for road vehicles (DERV),0.011,
2004,C,"Manufacture of paints, varnishes & ink",Diesel oil for road vehicles (DERV),0.011,
2005,C,"Manufacture of paints, varnishes & ink",Diesel oil for road vehicles (DERV),0.013,
2006,C,"Manufacture of paints, varnishes & ink",Diesel oil for road vehicles (DERV),0.01,
2007,C,"Manufacture of paints, varnishes & ink",Diesel oil for road vehicles (DERV),0.011,
2008,C,"Manufacture of paints, varnishes & ink",Diesel oil for road vehicles (DERV),0.007,
2009,C,"Manufacture of paints, varnishes & ink",Diesel oil for road vehicles (DERV),0.005,
2010,C,"Manufacture of paints, varnishes & ink",Diesel oil for road vehicles (DERV),0.005,
2011,C,"Manufacture of paints, varnishes & ink",Diesel oil for road vehicles (DERV),0.005,
2012,C,"Manufacture of paints, varnishes & ink",Diesel oil for road vehicles (DERV),0.005,
2013,C,"Manufacture of paints, varnishes & ink",Diesel oil for road vehicles (DERV),0.004,
2014,C,"Manufacture of paints, varnishes & ink",Diesel oil for road vehicles (DERV),0.004,
2015,C,"Manufacture of paints, varnishes & ink",Diesel oil for road vehicles (DERV),0.004,
2016,C,"Manufacture of paints, varnishes & ink",Diesel oil for road vehicles (DERV),0.005,
2017,C,"Manufacture of paints, varnishes & ink",Diesel oil for road vehicles (DERV),0.004,
2018,C,"Manufacture of paints, varnishes & ink",Diesel oil for road vehicles (DERV),0.004,
2019,C,"Manufacture of paints, varnishes & ink",Diesel oil for road vehicles (DERV),0.004,
2020,C,"Manufacture of paints, varnishes & ink",Diesel oil for road vehicles (DERV),0.003,
2021,C,"Manufacture of paints, varnishes & ink",Diesel oil for road vehicles (DERV),0.004,
1990,C,Manufacture of cleaning & toilet preparations,Diesel oil for road vehicles (DERV),0.004,
1991,C,Manufacture of cleaning & toilet preparations,Diesel oil for road vehicles (DERV),0.004,
1992,C,Manufacture of cleaning & toilet preparations,Diesel oil for road vehicles (DERV),0.004,
